Room_Number;Loop_Index;Segment_Type;StartX;StartY;EndX;EndY;Length
B5-503;0;Line;14767.30;70963.98;11237.29;70963.98;3530.01
B5-503;0;Line;11237.29;70963.98;9479.80;70963.98;1757.49
B5-503;0;Line;9479.80;70963.98;9425.70;70963.98;54.10
B5-503;0;Line;9425.70;70963.98;3642.30;70963.98;5783.40
B5-503;0;Line;3642.30;70963.98;3612.30;70963.98;30.00
B5-503;0;Line;3612.30;70963.98;3612.30;64763.98;6200.00
B5-503;0;Line;3612.30;64763.98;5237.30;64763.98;1625.00
B5-503;0;Line;5237.30;64763.98;5390.31;64763.98;153.01
B5-503;0;Line;5390.31;64763.98;7699.30;64763.98;2308.98
B5-503;0;Line;7699.30;64763.98;7852.30;64763.98;153.01
B5-503;0;Line;7852.30;64763.98;11237.29;64763.98;3384.99
B5-503;0;Line;11237.29;64763.98;14767.30;64763.98;3530.01
B5-503;0;Line;14767.30;64763.98;14767.30;70963.98;6200.00
B5-503;1;Line;11127.29;70613.98;11957.29;70613.98;830.00
B5-503;1;Line;11957.29;70613.98;11957.29;69783.98;830.00
B5-503;1;Line;11957.29;69783.98;11127.29;69783.98;830.00
B5-503;1;Line;11127.29;69783.98;11127.29;70613.98;830.00
B5-504;0;Line;11347.29;76083.98;11347.29;71183.98;4900.00
B5-504;0;Line;11347.29;71183.98;14767.30;71183.98;3420.01
B5-504;0;Line;14767.30;71183.98;14782.29;71183.98;14.99
B5-504;0;Line;14782.29;71183.98;14782.29;73148.98;1965.00
B5-504;0;Line;14782.29;73148.98;14782.29;77028.98;3880.00
B5-504;0;Line;14782.29;77028.98;11957.29;77028.98;2825.00
B5-504;0;Line;11957.29;77028.98;11957.29;76898.98;130.00
B5-504;0;Line;11957.29;76898.98;11957.29;76083.98;815.00
B5-504;0;Line;11957.29;76083.98;11347.29;76083.98;610.00
B5-505;0;Line;15002.29;77028.98;15002.29;73258.98;3770.00
B5-505;0;Line;15002.29;73258.98;16677.31;73258.98;1675.01
