Room_Number;Loop_Index;Segment_Type;StartX;StartY;EndX;EndY;Length
B5-1.LB1;0;Line;-5222.71;71066.48;-5222.71;73683.98;2617.50
B5-1.LB1;0;Line;-5222.71;73683.98;-5222.71;73977.39;293.40
B5-1.LB1;0;Line;-5222.71;73977.39;-5222.71;74031.48;54.10
B5-1.LB1;0;Line;-5222.71;74031.48;-5222.71;76083.98;2052.50
B5-1.LB1;0;Line;-5222.71;76083.98;-5622.71;76083.98;400.00
B5-1.LB1;0;Line;-5622.71;76083.98;-5622.71;76882.85;798.87
B5-1.LB1;0;Line;-5622.71;76882.85;-5625.80;76883.40;3.14
B5-1.LB1;0;Line;-5625.80;76883.40;-6770.66;73738.01;3347.27
B5-1.LB1;0;Arc;-6770.66;73738.01;-7920.64;73042.42;1445.84
B5-1.LB1;0;Line;-7920.64;73042.42;-16916.39;74628.69;9134.54
B5-1.LB1;0;Line;-16916.39;74628.69;-17192.02;74677.30;279.88
B5-1.LB1;0;Arc;-17192.02;74677.30;-18112.22;74120.47;1150.71
B5-1.LB1;0;Line;-18112.22;74120.47;-18775.38;72298.52;1938.88
B5-1.LB1;0;Line;-18775.38;72298.52;-18459.64;72183.60;336.00
B5-1.LB1;0;Line;-18459.64;72183.60;-18572.51;71873.50;330.00
B5-1.LB1;0;Line;-18572.51;71873.50;-18769.85;71945.33;210.00
B5-1.LB1;0;Line;-18769.85;71945.33;-18829.94;71780.23;175.70
B5-1.LB1;0;Line;-18829.94;71780.23;-19465.88;70033.06;1859.30
B5-1.LB1;0;Line;-19465.88;70033.06;-19268.55;69961.24;210.00
B5-1.LB1;0;Line;-19268.55;69961.24;-19381.42;69651.14;330.00
B5-1.LB1;0;Line;-19381.42;69651.14;-19697.15;69766.06;336.00
B5-1.LB1;0;Line;-19697.15;69766.06;-19864.59;69306.04;489.55
B5-1.LB1;0;Arc;-19864.59;69306.04;-19122.71;68120.33;1601.92
B5-1.LB1;0;Line;-19122.71;68120.33;-19122.71;68663.98;543.65
B5-1.LB1;0;Line;-19122.71;68663.98;-18292.71;68663.98;830.00
B5-1.LB1;0;Line;-18292.71;68663.98;-18292.71;68127.98;536.00
B5-1.LB1;0;Line;-18292.71;68127.98;-16922.71;68127.98;1370.00
B5-1.LB1;0;Line;-16922.71;68127.98;-16922.71;68663.98;536.00
B5-1.LB1;0;Line;-16922.71;68663.98;-16092.71;68663.98;830.00
B5-1.LB1;0;Line;-16092.71;68663.98;-16092.71;68338.98;325.00
B5-1.LB1;0;Line;-16092.71;68338.98;-15042.71;68338.98;1050.00
B5-1.LB1;0;Line;-15042.71;68338.98;-15042.71;68663.98;325.00
B5-1.LB1;0;Line;-15042.71;68663.98;-14077.82;68663.98;964.89
B5-1.LB1;0;Line;-14077.82;68663.98;-9707.71;68663.98;4370.11
B5-1.LB1;0;Line;-9707.71;68663.98;-7407.71;68663.98;2300.00
B5-1.LB1;0;Line;-7407.71;68663.98;-5222.71;68663.98;2185.00
B5-1.LB1;0;Line;-5222.71;68663.98;-5222.71;70958.98;2295.00
B5-1.LB1;0;Line;-5222.71;70958.98;-5222.71;71066.48;107.50
B5-1.LB2;0;Line;-4503.18;70963.98;-4507.71;70963.98;4.53
B5-1.LB2;0;Line;-4507.71;70963.98;-4507.71;70953.98;10.00
B5-1.LB2;0;Line;-4507.71;70953.98;-5222.71;70953.98;715.00
B5-1.LB2;0;Line;-5222.71;70953.98;-5222.71;68663.98;2290.00
B5-1.LB2;0;Line;-5222.71;68663.98;-2707.71;68663.98;2515.00
B5-1.LB2;0;Line;-2707.71;68663.98;-1007.71;68663.98;1700.00
B5-1.LB2;0;Line;-1007.71;68663.98;-192.71;68663.98;815.00
B5-1.LB2;0;Line;-192.71;68663.98;-192.71;70953.98;2290.00
B5-1.LB2;0;Line;-192.71;70953.98;-907.71;70953.98;715.00
B5-1.LB2;0;Line;-907.71;70953.98;-907.71;70963.98;10.00
B5-1.LB2;0;Line;-907.71;70963.98;-912.20;70963.98;4.49
B5-1.LB2;0;Line;-912.20;70963.98;-2107.71;70963.98;1195.51
B5-1.LB2;0;Line;-2107.71;70963.98;-2107.71;70953.98;10.00
B5-1.LB2;0;Line;-2107.71;70953.98;-3307.71;70953.98;1200.00
B5-1.LB2;0;Line;-3307.71;70953.98;-3307.71;70963.98;10.00
B5-1.LB2;0;Line;-3307.71;70963.98;-4503.18;70963.98;1195.47
B5-1.CR1;0;Line;2007.29;68023.98;11027.29;68023.98;9020.00
B5-1.CR1;0;Line;11027.29;68023.98;11027.29;69798.98;1775.01
B5-1.CR1;0;Line;11027.29;69798.98;11027.29;70963.98;1165.00
B5-1.CR1;0;Line;11027.29;70963.98;9479.79;70963.98;1547.50
B5-1.CR1;0;Line;9479.79;70963.98;9425.70;70963.98;54.10
B5-1.CR1;0;Line;9425.70;70963.98;3642.30;70963.98;5783.40
B5-1.CR1;0;Line;3642.30;70963.98;1642.30;70963.98;2000.00
B5-1.CR1;0;Line;1642.30;70963.98;1642.30;71421.48;457.50
B5-1.CR1;0;Line;1642.30;71421.48;1642.30;73793.98;2372.50
B5-1.CR1;0;Line;1642.30;73793.98;2107.29;73793.98;464.99
B5-1.CR1;0;Line;2107.29;73793.98;3107.29;73793.98;1000.00
B5-1.CR1;0;Line;3107.29;73793.98;3582.30;73793.98;475.01
B5-1.CR1;0;Line;3582.30;73793.98;3582.30;73951.99;158.01
B5-1.CR1;0;Line;3582.30;73951.99;3582.30;74555.97;603.98
B5-1.CR1;0;Line;3582.30;74555.97;3582.30;75313.98;758.01
B5-1.CR1;0;Line;3582.30;75313.98;3107.29;75313.98;475.01
B5-1.CR1;0;Line;3107.29;75313.98;2165.30;75313.98;941.99
B5-1.CR1;0;Line;2165.30;75313.98;1954.79;75313.98;210.51
B5-1.CR1;0;Line;1954.79;75313.98;1642.30;75313.98;312.49
B5-1.CR1;0;Line;1642.30;75313.98;1642.30;76083.98;770.00
B5-1.CR1;0;Line;1642.30;76083.98;1177.29;76083.98;465.01
B5-1.CR1;0;Line;1177.29;76083.98;1177.29;76898.98;815.00
B5-1.CR1;0;Line;1177.29;76898.98;1177.29;77028.98;129.99
B5-1.CR1;0;Line;1177.29;77028.98;1077.29;77028.98;100.00
B5-1.CR1;0;Line;1077.29;77028.98;67.29;77028.98;1010.00
B5-1.CR1;0;Line;67.29;77028.98;-192.71;77028.98;260.00
B5-1.CR1;0;Line;-192.71;77028.98;-192.71;75313.98;1714.99
B5-1.CR1;0;Line;-192.71;75313.98;-424.30;75313.98;231.60
B5-1.CR1;0;Line;-424.30;75313.98;-1422.71;75313.98;998.40
B5-1.CR1;0;Line;-1422.71;75313.98;-1422.71;73793.98;1520.00
B5-1.CR1;0;Line;-1422.71;73793.98;-192.71;73793.98;1230.00
B5-1.CR1;0;Line;-192.71;73793.98;-192.71;71066.48;2727.50
B5-1.CR1;0;Line;-192.71;71066.48;-192.71;70958.98;107.50
B5-1.CR1;0;Line;-192.71;70958.98;-192.71;68809.49;2149.49
B5-1.CR1;0;Line;-192.71;68809.49;-192.71;68663.98;145.51
B5-1.CR1;0;Line;-192.71;68663.98;1192.29;68663.98;1385.00
B5-1.CR1;0;Line;1192.29;68663.98;2007.29;68663.98;815.00
B5-1.CR1;0;Line;2007.29;68663.98;2007.29;68148.98;515.00
B5-1.CR1;0;Line;2007.29;68148.98;2007.29;68023.98;125.01
B5-1.WC1;0;Line;-422.71;77018.98;-1412.71;77018.98;990.00
B5-1.WC1;0;Line;-1412.71;77018.98;-1412.71;76618.98;400.00
B5-1.WC1;0;Line;-1412.71;76618.98;-1552.71;76618.98;140.00
B5-1.WC1;0;Line;-1552.71;76618.98;-1552.71;77018.98;400.00
B5-1.WC1;0;Line;-1552.71;77018.98;-3152.71;77018.98;1600.00
B5-1.WC1;0;Line;-3152.71;77018.98;-3152.71;76618.98;400.00
B5-1.WC1;0;Line;-3152.71;76618.98;-3292.71;76618.98;140.00
B5-1.WC1;0;Line;-3292.71;76618.98;-3292.71;77018.98;400.00
B5-1.WC1;0;Line;-3292.71;77018.98;-4782.71;77018.98;1490.00
B5-1.WC1;0;Line;-4782.71;77018.98;-4782.71;76073.98;944.99
B5-1.WC1;0;Line;-4782.71;76073.98;-4992.71;76073.98;210.00
B5-1.WC1;0;Line;-4992.71;76073.98;-4992.71;74093.98;1980.00
B5-1.WC1;0;Line;-4992.71;74093.98;-3152.71;74093.98;1840.00
B5-1.WC1;0;Line;-3152.71;74093.98;-3152.71;73803.98;290.00
B5-1.WC1;0;Line;-3152.71;73803.98;-1552.71;73803.98;1600.00
B5-1.WC1;0;Line;-1552.71;73803.98;-1552.71;75443.98;1640.00
B5-1.WC1;0;Line;-1552.71;75443.98;-1422.71;75443.98;130.00
B5-1.WC1;0;Line;-1422.71;75443.98;-1422.71;75433.98;10.00
B5-1.WC1;0;Line;-1422.71;75433.98;-422.71;75433.98;1000.00
B5-1.WC1;0;Line;-422.71;75433.98;-422.71;77018.98;1584.99
B5-1.WC2;0;Line;2017.29;75433.98;3107.29;75433.98;1090.00
B5-1.WC2;0;Line;3107.29;75433.98;3107.29;75443.98;10.00
B5-1.WC2;0;Line;3107.29;75443.98;3712.30;75443.98;605.01
B5-1.WC2;0;Line;3712.30;75443.98;3712.30;74843.98;600.00
B5-1.WC2;0;Line;3712.30;74843.98;6402.29;74843.98;2689.99
B5-1.WC2;0;Line;6402.29;74843.98;6402.29;75518.98;674.99
B5-1.WC2;0;Line;6402.29;75518.98;6542.29;75518.98;140.00
B5-1.WC2;0;Line;6542.29;75518.98;6542.29;74093.98;1424.99
B5-1.WC2;0;Line;6542.29;74093.98;9302.29;74093.98;2760.00
B5-1.WC2;0;Line;9302.29;74093.98;9302.29;77018.98;2924.99
B5-1.WC2;0;Line;9302.29;77018.98;2017.29;77018.98;7285.00
B5-1.WC2;0;Line;2017.29;77018.98;2017.29;75433.98;1584.99
B5-1.WC3;0;Line;3107.29;73663.98;3107.29;73673.98;10.00
B5-1.WC3;0;Line;3107.29;73673.98;2107.29;73673.98;1000.00
B5-1.WC3;0;Line;2107.29;73673.98;2107.29;73663.98;10.00
B5-1.WC3;0;Line;2107.29;73663.98;1872.30;73663.98;234.99
B5-1.WC3;0;Line;1872.30;73663.98;1872.30;71483.98;2180.00
B5-1.WC3;0;Line;1872.30;71483.98;3572.30;71483.98;1700.00
B5-1.WC3;0;Line;3572.30;71483.98;3572.30;73663.98;2180.00
B5-1.WC3;0;Line;3572.30;73663.98;3107.29;73663.98;465.01
B5-1.JC1;0;Line;3702.30;74703.98;3702.30;73803.98;900.00
B5-1.JC1;0;Line;3702.30;73803.98;6402.29;73803.98;2699.99
B5-1.JC1;0;Line;6402.29;73803.98;6402.29;74703.98;900.00
B5-1.JC1;0;Line;6402.29;74703.98;3702.30;74703.98;2699.99
B5-EV-01;0;Line;-5017.71;73588.98;-5017.71;71168.98;2420.00
B5-EV-01;0;Line;-5017.71;71168.98;-4507.71;71168.98;510.00
B5-EV-01;0;Line;-4507.71;71168.98;-4503.18;71168.98;4.53
B5-EV-01;0;Line;-4503.18;71169.43;-912.20;71169.43;3590.98
B5-EV-01;0;Line;-912.20;71168.98;-907.71;71168.98;4.49
B5-EV-01;0;Line;-907.71;71168.98;-397.71;71168.98;510.00
B5-EV-01;0;Line;-397.71;71168.98;-397.71;73588.98;2420.00
B5-EV-01;0;Line;-397.71;73588.98;-1482.71;73588.98;1085.00
B5-EV-01;0;Line;-1482.71;73588.98;-3215.21;73588.98;1732.50
B5-EV-01;0;Line;-3215.21;73588.98;-3269.30;73588.98;54.10
B5-EV-01;0;Line;-3269.30;73588.98;-5017.71;73588.98;1748.41
B5-103;0;Line;11127.29;71183.98;11127.29;74133.97;2950.00
B5-103;0;Line;11127.29;74133.97;11127.29;76091.48;1957.51
B5-103;0;Line;11127.29;76091.48;11127.29;76098.98;7.50
B5-103;0;Line;11127.29;76098.98;11127.29;76898.98;800.00
B5-103;0;Line;11127.29;76898.98;11127.29;76906.48;7.50
B5-103;0;Line;11127.29;76906.48;11127.29;77028.98;122.49
B5-103;0;Line;11127.29;77028.98;10712.29;77028.98;415.00
B5-103;0;Line;10712.29;77028.98;9702.29;77028.98;1010.00
B5-103;0;Line;9702.29;77028.98;9532.29;77028.98;170.00
B5-103;0;Line;9532.29;77028.98;9532.29;74031.48;2997.49
B5-103;0;Line;9532.29;74031.48;9532.29;73688.98;342.50
B5-103;0;Line;9532.29;73688.98;9532.29;73687.39;1.60
B5-103;0;Line;9532.29;73687.39;9532.29;71183.98;2503.41
B5-103;0;Line;9532.29;71183.98;11025.70;71183.98;1493.40
B5-103;0;Line;11025.70;71183.98;11127.29;71183.98;101.60
B5-104;0;Line;11347.29;68023.98;15387.29;68023.98;4040.00
B5-104;0;Line;15387.29;68023.98;15387.29;74023.97;6000.00
B5-104;0;Line;15387.29;74023.97;11347.29;74023.97;4040.00
B5-104;0;Line;11347.29;74023.97;11347.29;71013.98;3009.99
B5-104;0;Line;11347.29;71013.98;12057.29;71013.98;710.00
B5-104;0;Line;12057.29;71013.98;12057.29;69783.98;1230.00
B5-104;0;Line;12057.29;69783.98;11347.29;69783.98;710.00
B5-104;0;Line;11347.29;69783.98;11347.29;68023.98;1760.01
B5-ST-01;0;Line;-192.71;65156.48;-192.71;65148.98;7.50
B5-ST-01;0;Line;-192.71;65148.98;-192.71;64763.98;385.00
B5-ST-01;0;Line;-192.71;64763.98;1177.29;64763.98;1370.00
B5-ST-01;0;Line;1177.29;64763.98;1177.29;68133.98;3370.00
B5-ST-01;0;Line;1177.29;68133.98;-16702.71;68133.98;17880.00
B5-ST-01;0;Line;-16702.71;68133.98;-16702.71;65453.98;2680.00
B5-ST-01;0;Line;-16702.71;65453.98;-16102.70;65453.98;600.00
B5-ST-01;0;Line;-16102.70;65453.98;-16102.70;64763.98;690.00
B5-ST-01;0;Line;-16102.70;64763.98;-1012.61;64763.98;15090.10
